ID,Brand,Model,Year,Cost,Odometer,City,Registration Date,Cost_Per_KM,RegistrationYear,PriceCategory,ModelCleaned,price_segment,vehicle_type,vehicle_type_standardized
18803,BMW,Model B,1991,10000.0,100000.0,Munich,2018-09-03 00:00:00,0.1,2018,Mid-Range,Model B,Medium,Sedan,Sedan
18804,Volkswagen,Model C,2003,15000.0,200000.0,Munich,2019-12-08 00:00:00,0.075,2019,Mid-Range,Model C,High,Convertible,Convertible
18805,Volkswagen,Model D,1997,5000.0,150000.0,Cologne,2018-09-22 00:00:00,0.03333333333333333,2018,Budget,Model D,Medium,Hatchback,Hatchback
18806,Audi,Model B,1990,15000.0,100000.0,Hamburg,2015-10-08 00:00:00,0.15,2015,Mid-Range,Model B,High,Wagon,Wagon
18807,Volkswagen,Model A,2017,10000.0,100000.0,Cologne,2019-07-20 00:00:00,0.1,2019,Mid-Range,Model A,Medium,SUV,Sport Utility
18808,Volkswagen,Model B,1992,15000.0,124920.90583631671,Munich,2013-09-01 00:00:00,0.12007597847276605,2013,Mid-Range,Model B,High,Sedan,Sedan
18809,Ford,Model D,1996,10000.0,150000.0,Cologne,2014-09-04 00:00:00,0.06666666666666667,2014,Mid-Range,Model D,Medium,Convertible,Convertible
18810,Audi,Model D,2021,15000.0,150000.0,Frankfurt,2018-08-06 00:00:00,0.1,2018,Mid-Range,Model D,High,Hatchback,Hatchback
18811,Audi,Model D,1998,20000.0,100000.0,Munich,2014-11-23 00:00:00,0.2,2014,Premium,Model D,High,Wagon,Wagon
18812,Ford,Model B,2008,15000.0,200000.0,Frankfurt,2013-05-18 00:00:00,0.075,2013,Mid-Range,Model B,High,SUV,Sport Utility
18813,Audi,Model D,2004,20000.0,124920.90583631671,Frankfurt,2021-01-09 00:00:00,0.16010130463035474,2021,Premium,Model D,High,Sedan,Sedan
18814,Mercedes,Model D,2020,10000.0,200000.0,Berlin,2011-05-30 00:00:00,0.05,2011,Mid-Range,Model D,Medium,Convertible,Convertible
18815,Mercedes,Model B,2005,15000.0,50000.0,Berlin,2015-08-03 00:00:00,0.3,2015,Mid-Range,Model B,High,Hatchback,Hatchback
18816,Ford,Model B,1996,20000.0,100000.0,Munich,2013-06-15 00:00:00,0.2,2013,Premium,Model B,High,Wagon,Wagon
18817,Volkswagen,Model C,2018,25000.0,50000.0,Cologne,2019-08-14 00:00:00,0.5,2019,Premium,Model C,High,SUV,Sport Utility
18818,Mercedes,Model B,1991,15000.0,200000.0,Munich,2020-05-11 00:00:00,0.075,2020,Mid-Range,Model B,High,Sedan,Sedan
18819,Ford,Model D,2020,15000.0,124920.90583631671,Frankfurt,2017-04-09 00:00:00,0.12007597847276605,2017,Mid-Range,Model D,High,Convertible,Convertible
18820,Mercedes,Model A,2001,15000.0,100000.0,Munich,2016-10-14 00:00:00,0.15,2016,Mid-Range,Model A,High,Hatchback,Hatchback
18821,BMW,Model D,1990,10000.0,100000.0,Hamburg,2016-05-22 00:00:00,0.1,2016,Mid-Range,Model D,Medium,Wagon,Wagon
18822,Ford,Model D,2018,25000.0,124920.90583631671,Cologne,2013-05-22 00:00:00,0.2001266307879434,2013,Premium,Model D,High,SUV,Sport Utility
18823,Audi,Model D,1990,20000.0,150000.0,Cologne,2018-07-10 00:00:00,0.13333333333333333,2018,Premium,Model D,High,Sedan,Sedan
18824,Mercedes,Model B,1990,10000.0,200000.0,Cologne,2018-08-06 00:00:00,0.05,2018,Mid-Range,Model B,Medium,Convertible,Convertible
18825,Audi,Model A,2004,15000.0,100000.0,Frankfurt,2010-05-24 00:00:00,0.15,2010,Mid-Range,Model A,High,Hatchback,Hatchback
18826,Ford,Model D,1992,5000.0,100000.0,Frankfurt,2011-06-20 00:00:00,0.05,2011,Budget,Model D,Medium,Wagon,Wagon
18827,Mercedes,Model B,2003,5000.0,50000.0,Hamburg,2019-03-28 00:00:00,0.1,2019,Budget,Model B,Medium,SUV,Sport Utility
18828,Audi,Model C,1999,10000.0,50000.0,Frankfurt,2017-02-01 00:00:00,0.2,2017,Mid-Range,Model C,Medium,Sedan,Sedan
18829,Volkswagen,Model A,1992,15000.0,124920.90583631671,Munich,2023-02-03 00:00:00,0.12007597847276605,2023,Mid-Range,Model A,High,Convertible,Convertible
18830,Volkswagen,Model A,2009,15000.0,124920.90583631671,Berlin,2011-06-09 00:00:00,0.12007597847276605,2011,Mid-Range,Model A,High,Hatchback,Hatchback
18831,BMW,Model B,2016,5000.0,150000.0,Berlin,2011-09-08 00:00:00,0.03333333333333333,2011,Budget,Model B,Medium,Wagon,Wagon
18832,Ford,Model C,2000,5000.0,100000.0,Hamburg,2021-06-20 00:00:00,0.05,2021,Budget,Model C,Medium,SUV,Sport Utility
18833,Audi,Model D,1992,25000.0,200000.0,Cologne,2015-03-14 00:00:00,0.125,2015,Premium,Model D,High,Sedan,Sedan
18834,BMW,Model C,2013,20000.0,150000.0,Hamburg,2014-02-27 00:00:00,0.13333333333333333,2014,Premium,Model C,High,Convertible,Convertible
18835,Ford,Model A,1999,20000.0,200000.0,Hamburg,2013-12-10 00:00:00,0.1,2013,Premium,Model A,High,Hatchback,Hatchback
18836,Volkswagen,Model B,2015,5000.0,200000.0,Hamburg,2022-08-13 00:00:00,0.025,2022,Budget,Model B,Medium,Wagon,Wagon
18837,Audi,Model C,2021,10000.0,100000.0,Berlin,2013-01-28 00:00:00,0.1,2013,Mid-Range,Model C,Medium,SUV,Sport Utility
18838,Mercedes,Model D,1997,25000.0,124920.90583631671,Hamburg,2022-03-06 00:00:00,0.2001266307879434,2022,Premium,Model D,High,Sedan,Sedan
18839,Volkswagen,Model C,2002,15000.0,124920.90583631671,Cologne,2022-05-11 00:00:00,0.12007597847276605,2022,Mid-Range,Model C,High,Convertible,Convertible
18840,Mercedes,Model C,1992,15000.0,124920.90583631671,Frankfurt,2013-09-25 00:00:00,0.12007597847276605,2013,Mid-Range,Model C,High,Hatchback,Hatchback
18841,Mercedes,Model B,2004,15000.0,200000.0,Frankfurt,2022-09-09 00:00:00,0.075,2022,Mid-Range,Model B,High,Wagon,Wagon
18842,Audi,Model B,2010,15000.0,150000.0,Berlin,2019-10-06 00:00:00,0.1,2019,Mid-Range,Model B,High,SUV,Sport Utility
18843,Audi,Model A,2018,20000.0,124920.90583631671,Cologne,2012-09-25 00:00:00,0.16010130463035474,2012,Premium,Model A,High,Sedan,Sedan
18844,Mercedes,Model B,2016,5000.0,100000.0,Frankfurt,2016-11-15 00:00:00,0.05,2016,Budget,Model B,Medium,Convertible,Convertible
18845,BMW,Model C,2019,25000.0,50000.0,Berlin,2016-08-03 00:00:00,0.5,2016,Premium,Model C,High,Hatchback,Hatchback
18846,Mercedes,Model D,2003,25000.0,50000.0,Hamburg,2020-01-13 00:00:00,0.5,2020,Premium,Model D,High,Wagon,Wagon
18847,Mercedes,Model A,2004,20000.0,150000.0,Frankfurt,2018-07-30 00:00:00,0.13333333333333333,2018,Premium,Model A,High,SUV,Sport Utility
18848,Audi,Model B,2003,5000.0,50000.0,Frankfurt,2021-05-03 00:00:00,0.1,2021,Budget,Model B,Medium,Sedan,Sedan
18849,Ford,Model C,2014,10000.0,50000.0,Frankfurt,2010-05-24 00:00:00,0.2,2010,Mid-Range,Model C,Medium,Convertible,Convertible
18850,Volkswagen,Model C,2016,20000.0,50000.0,Hamburg,2010-05-10 00:00:00,0.4,2010,Premium,Model C,High,Hatchback,Hatchback
18851,Audi,Model A,1991,5000.0,50000.0,Berlin,2022-04-25 00:00:00,0.1,2022,Budget,Model A,Medium,Wagon,Wagon
18852,BMW,Model A,2006,10000.0,50000.0,Frankfurt,2023-12-26 00:00:00,0.2,2023,Mid-Range,Model A,Medium,SUV,Sport Utility
18853,Volkswagen,Model B,2004,20000.0,124920.90583631671,Hamburg,2013-02-21 00:00:00,0.16010130463035474,2013,Premium,Model B,High,Sedan,Sedan
18854,Audi,Model B,2016,15000.0,200000.0,Hamburg,2012-12-16 00:00:00,0.075,2012,Mid-Range,Model B,High,Convertible,Convertible
18855,Audi,Model D,1999,10000.0,100000.0,Berlin,2016-12-05 00:00:00,0.1,2016,Mid-Range,Model D,Medium,Hatchback,Hatchback
18856,Ford,Model A,1998,20000.0,100000.0,Berlin,2013-10-01 00:00:00,0.2,2013,Premium,Model A,High,Wagon,Wagon
18857,BMW,Model A,1992,5000.0,100000.0,Berlin,2010-04-16 00:00:00,0.05,2010,Budget,Model A,Medium,SUV,Sport Utility
18858,BMW,Model C,2013,15000.0,50000.0,Berlin,2023-02-06 00:00:00,0.3,2023,Mid-Range,Model C,High,Sedan,Sedan
18859,Audi,Model D,1990,5000.0,150000.0,Hamburg,2011-03-14 00:00:00,0.03333333333333333,2011,Budget,Model D,Medium,Convertible,Convertible
18860,Ford,Model B,1995,15000.0,200000.0,Munich,2011-03-19 00:00:00,0.075,2011,Mid-Range,Model B,High,Hatchback,Hatchback
18861,Audi,Model D,1994,15000.0,100000.0,Frankfurt,2018-07-15 00:00:00,0.15,2018,Mid-Range,Model D,High,Wagon,Wagon
18862,Mercedes,Model D,1993,20000.0,100000.0,Hamburg,2013-09-10 00:00:00,0.2,2013,Premium,Model D,High,SUV,Sport Utility
18863,Mercedes,Model C,1992,10000.0,124920.90583631671,Cologne,2022-04-27 00:00:00,0.08005065231517737,2022,Mid-Range,Model C,Medium,Sedan,Sedan
18864,Ford,Model A,2019,25000.0,100000.0,Munich,2013-02-06 00:00:00,0.25,2013,Premium,Model A,High,Convertible,Convertible
18865,Audi,Model A,2012,10000.0,200000.0,Cologne,2012-12-09 00:00:00,0.05,2012,Mid-Range,Model A,Medium,Hatchback,Hatchback
18866,Ford,Model A,1996,20000.0,150000.0,Frankfurt,2010-04-26 00:00:00,0.13333333333333333,2010,Premium,Model A,High,Wagon,Wagon
18867,Audi,Model B,2021,20000.0,124920.90583631671,Cologne,2012-07-02 00:00:00,0.16010130463035474,2012,Premium,Model B,High,SUV,Sport Utility
18868,Audi,Model A,1999,25000.0,200000.0,Hamburg,2017-10-08 00:00:00,0.125,2017,Premium,Model A,High,Sedan,Sedan
18869,Mercedes,Model D,2022,15000.0,100000.0,Frankfurt,2017-05-16 00:00:00,0.15,2017,Mid-Range,Model D,High,Convertible,Convertible
18870,Volkswagen,Model D,2015,5000.0,124920.90583631671,Hamburg,2015-04-04 00:00:00,0.040025326157588685,2015,Budget,Model D,Medium,Hatchback,Hatchback
18871,BMW,Model A,2020,25000.0,150000.0,Cologne,2023-02-26 00:00:00,0.16666666666666666,2023,Premium,Model A,High,Wagon,Wagon
18872,BMW,Model D,2019,5000.0,200000.0,Berlin,2019-03-31 00:00:00,0.025,2019,Budget,Model D,Medium,SUV,Sport Utility
18873,Ford,Model B,2012,15000.0,150000.0,Cologne,2019-04-25 00:00:00,0.1,2019,Mid-Range,Model B,High,Sedan,Sedan
18874,BMW,Model A,2018,15000.0,150000.0,Cologne,2010-10-16 00:00:00,0.1,2010,Mid-Range,Model A,High,Convertible,Convertible
18875,Mercedes,Model B,1997,20000.0,50000.0,Berlin,2017-02-13 00:00:00,0.4,2017,Premium,Model B,High,Hatchback,Hatchback
18876,Volkswagen,Model A,2005,10000.0,200000.0,Berlin,2023-09-09 00:00:00,0.05,2023,Mid-Range,Model A,Medium,Wagon,Wagon
18877,Audi,Model B,1998,10000.0,100000.0,Berlin,2016-03-29 00:00:00,0.1,2016,Mid-Range,Model B,Medium,SUV,Sport Utility
18878,Audi,Model B,1993,15000.0,124920.90583631671,Cologne,2011-06-07 00:00:00,0.12007597847276605,2011,Mid-Range,Model B,High,Sedan,Sedan
18879,Mercedes,Model B,2008,15000.0,200000.0,Munich,2010-03-18 00:00:00,0.075,2010,Mid-Range,Model B,High,Convertible,Convertible
18880,BMW,Model D,2002,15000.0,200000.0,Frankfurt,2014-08-22 00:00:00,0.075,2014,Mid-Range,Model D,High,Hatchback,Hatchback
18881,Audi,Model B,2001,5000.0,124920.90583631671,Hamburg,2020-09-30 00:00:00,0.040025326157588685,2020,Budget,Model B,Medium,Wagon,Wagon
18882,BMW,Model C,1998,20000.0,200000.0,Frankfurt,2015-04-01 00:00:00,0.1,2015,Premium,Model C,High,SUV,Sport Utility
18883,Mercedes,Model B,2001,10000.0,200000.0,Cologne,2010-12-10 00:00:00,0.05,2010,Mid-Range,Model B,Medium,Sedan,Sedan
18884,Audi,Model B,2013,15000.0,124920.90583631671,Hamburg,2020-04-20 00:00:00,0.12007597847276605,2020,Mid-Range,Model B,High,Convertible,Convertible
18885,Ford,Model B,2002,15000.0,200000.0,Cologne,2023-07-30 00:00:00,0.075,2023,Mid-Range,Model B,High,Hatchback,Hatchback
18886,Volkswagen,Model B,2021,25000.0,124920.90583631671,Munich,2012-12-21 00:00:00,0.2001266307879434,2012,Premium,Model B,High,Wagon,Wagon
18887,BMW,Model A,2003,20000.0,124920.90583631671,Hamburg,2016-01-06 00:00:00,0.16010130463035474,2016,Premium,Model A,High,SUV,Sport Utility
18888,BMW,Model D,1991,20000.0,100000.0,Cologne,2014-04-11 00:00:00,0.2,2014,Premium,Model D,High,Sedan,Sedan
18889,BMW,Model D,2010,25000.0,200000.0,Hamburg,2010-09-06 00:00:00,0.125,2010,Premium,Model D,High,Convertible,Convertible
18890,BMW,Model D,2020,15000.0,100000.0,Frankfurt,2012-08-20 00:00:00,0.15,2012,Mid-Range,Model D,High,Hatchback,Hatchback
18891,Mercedes,Model A,2005,15000.0,100000.0,Frankfurt,2020-09-20 00:00:00,0.15,2020,Mid-Range,Model A,High,Wagon,Wagon
18892,Mercedes,Model B,2015,10000.0,100000.0,Munich,2015-08-10 00:00:00,0.1,2015,Mid-Range,Model B,Medium,SUV,Sport Utility
18893,Mercedes,Model B,1992,10000.0,50000.0,Munich,2012-07-04 00:00:00,0.2,2012,Mid-Range,Model B,Medium,Sedan,Sedan
18894,Mercedes,Model D,1991,20000.0,150000.0,Munich,2012-10-26 00:00:00,0.13333333333333333,2012,Premium,Model D,High,Convertible,Convertible
18895,Audi,Model C,2011,5000.0,200000.0,Munich,2017-01-26 00:00:00,0.025,2017,Budget,Model C,Medium,Hatchback,Hatchback
18896,Mercedes,Model B,1992,5000.0,100000.0,Munich,2015-08-15 00:00:00,0.05,2015,Budget,Model B,Medium,Wagon,Wagon
18897,Audi,Model B,2015,20000.0,50000.0,Munich,2021-10-23 00:00:00,0.4,2021,Premium,Model B,High,SUV,Sport Utility
18898,Ford,Model B,2016,20000.0,50000.0,Frankfurt,2013-10-07 00:00:00,0.4,2013,Premium,Model B,High,Sedan,Sedan
18899,Mercedes,Model A,1997,15000.0,200000.0,Munich,2012-07-10 00:00:00,0.075,2012,Mid-Range,Model A,High,Convertible,Convertible
18900,Ford,Model B,2012,5000.0,200000.0,Berlin,2013-10-04 00:00:00,0.025,2013,Budget,Model B,Medium,Hatchback,Hatchback
18901,Mercedes,Model D,1995,15000.0,150000.0,Cologne,2015-11-26 00:00:00,0.1,2015,Mid-Range,Model D,High,Wagon,Wagon
18902,Ford,Model B,2014,15000.0,150000.0,Frankfurt,2011-10-11 00:00:00,0.1,2011,Mid-Range,Model B,High,SUV,Sport Utility
18903,Volkswagen,Model D,2005,15000.0,50000.0,Cologne,2023-07-08 00:00:00,0.3,2023,Mid-Range,Model D,High,Sedan,Sedan
18904,Ford,Model C,2015,25000.0,124920.90583631671,Frankfurt,2023-12-08 00:00:00,0.2001266307879434,2023,Premium,Model C,High,Convertible,Convertible
18905,Audi,Model A,2004,20000.0,100000.0,Frankfurt,2021-09-06 00:00:00,0.2,2021,Premium,Model A,High,Hatchback,Hatchback
18906,BMW,Model C,2021,10000.0,200000.0,Cologne,2010-01-22 00:00:00,0.05,2010,Mid-Range,Model C,Medium,Wagon,Wagon
18907,Ford,Model B,2008,15000.0,200000.0,Munich,2015-10-31 00:00:00,0.075,2015,Mid-Range,Model B,High,SUV,Sport Utility
18908,BMW,Model C,2003,20000.0,150000.0,Frankfurt,2016-06-03 00:00:00,0.13333333333333333,2016,Premium,Model C,High,Sedan,Sedan
18909,Volkswagen,Model B,2015,15000.0,100000.0,Hamburg,2018-03-12 00:00:00,0.15,2018,Mid-Range,Model B,High,Convertible,Convertible
18910,Volkswagen,Model D,2002,25000.0,200000.0,Munich,2010-07-31 00:00:00,0.125,2010,Premium,Model D,High,Hatchback,Hatchback
18911,Audi,Model B,1997,10000.0,150000.0,Cologne,2021-10-28 00:00:00,0.06666666666666667,2021,Mid-Range,Model B,Medium,Wagon,Wagon
18912,Audi,Model A,2003,20000.0,124920.90583631671,Cologne,2020-07-05 00:00:00,0.16010130463035474,2020,Premium,Model A,High,SUV,Sport Utility
18913,Ford,Model C,2015,10000.0,100000.0,Frankfurt,2017-10-07 00:00:00,0.1,2017,Mid-Range,Model C,Medium,Sedan,Sedan
18914,Mercedes,Model B,2019,10000.0,100000.0,Frankfurt,2018-08-17 00:00:00,0.1,2018,Mid-Range,Model B,Medium,Convertible,Convertible
18915,Volkswagen,Model D,2002,15000.0,150000.0,Hamburg,2013-09-06 00:00:00,0.1,2013,Mid-Range,Model D,High,Hatchback,Hatchback
18916,BMW,Model C,2000,10000.0,150000.0,Berlin,2016-05-19 00:00:00,0.06666666666666667,2016,Mid-Range,Model C,Medium,Wagon,Wagon
18917,Mercedes,Model A,1991,10000.0,50000.0,Hamburg,2010-03-19 00:00:00,0.2,2010,Mid-Range,Model A,Medium,SUV,Sport Utility
18918,Volkswagen,Model B,2019,10000.0,200000.0,Hamburg,2020-09-18 00:00:00,0.05,2020,Mid-Range,Model B,Medium,Sedan,Sedan
18919,Ford,Model A,2013,5000.0,124920.90583631671,Munich,2019-12-12 00:00:00,0.040025326157588685,2019,Budget,Model A,Medium,Convertible,Convertible
18920,Volkswagen,Model D,2007,15000.0,150000.0,Hamburg,2016-04-07 00:00:00,0.1,2016,Mid-Range,Model D,High,Hatchback,Hatchback
18921,Audi,Model C,2012,5000.0,50000.0,Berlin,2015-07-20 00:00:00,0.1,2015,Budget,Model C,Medium,Wagon,Wagon
18922,BMW,Model C,1995,10000.0,200000.0,Frankfurt,2015-05-22 00:00:00,0.05,2015,Mid-Range,Model C,Medium,SUV,Sport Utility
18923,BMW,Model C,2000,5000.0,100000.0,Cologne,2019-08-15 00:00:00,0.05,2019,Budget,Model C,Medium,Sedan,Sedan
18924,Audi,Model D,1996,20000.0,100000.0,Cologne,2019-03-05 00:00:00,0.2,2019,Premium,Model D,High,Convertible,Convertible
18925,Mercedes,Model B,2022,25000.0,50000.0,Berlin,2012-09-18 00:00:00,0.5,2012,Premium,Model B,High,Hatchback,Hatchback
18926,Audi,Model B,1999,25000.0,124920.90583631671,Frankfurt,2018-09-18 00:00:00,0.2001266307879434,2018,Premium,Model B,High,Wagon,Wagon
18927,BMW,Model B,2010,25000.0,200000.0,Munich,2016-06-09 00:00:00,0.125,2016,Premium,Model B,High,SUV,Sport Utility
18928,Ford,Model A,1998,5000.0,50000.0,Frankfurt,2019-11-05 00:00:00,0.1,2019,Budget,Model A,Medium,Sedan,Sedan
18929,Mercedes,Model D,2019,20000.0,100000.0,Munich,2013-02-09 00:00:00,0.2,2013,Premium,Model D,High,Convertible,Convertible
18930,Volkswagen,Model C,2014,15000.0,150000.0,Munich,2023-09-09 00:00:00,0.1,2023,Mid-Range,Model C,High,Hatchback,Hatchback
18931,Ford,Model D,2014,15000.0,100000.0,Munich,2020-10-21 00:00:00,0.15,2020,Mid-Range,Model D,High,Wagon,Wagon
18932,Mercedes,Model D,2013,25000.0,124920.90583631671,Frankfurt,2016-07-16 00:00:00,0.2001266307879434,2016,Premium,Model D,High,SUV,Sport Utility
18933,BMW,Model D,2001,5000.0,100000.0,Munich,2017-12-22 00:00:00,0.05,2017,Budget,Model D,Medium,Sedan,Sedan
18934,BMW,Model C,1996,15000.0,124920.90583631671,Frankfurt,2021-01-30 00:00:00,0.12007597847276605,2021,Mid-Range,Model C,High,Convertible,Convertible
18935,Ford,Model C,1992,10000.0,100000.0,Hamburg,2022-10-26 00:00:00,0.1,2022,Mid-Range,Model C,Medium,Hatchback,Hatchback
18936,Mercedes,Model A,1995,20000.0,100000.0,Cologne,2023-06-24 00:00:00,0.2,2023,Premium,Model A,High,Wagon,Wagon
18937,Volkswagen,Model D,2016,25000.0,124920.90583631671,Frankfurt,2022-02-23 00:00:00,0.2001266307879434,2022,Premium,Model D,High,SUV,Sport Utility
18938,Volkswagen,Model B,2008,5000.0,124920.90583631671,Cologne,2017-06-28 00:00:00,0.040025326157588685,2017,Budget,Model B,Medium,Sedan,Sedan
18939,Audi,Model A,1997,15000.0,124920.90583631671,Frankfurt,2012-02-02 00:00:00,0.12007597847276605,2012,Mid-Range,Model A,High,Convertible,Convertible
18940,Ford,Model C,2007,25000.0,100000.0,Munich,2023-12-07 00:00:00,0.25,2023,Premium,Model C,High,Hatchback,Hatchback
18941,Mercedes,Model C,1996,15000.0,124920.90583631671,Cologne,2015-10-05 00:00:00,0.12007597847276605,2015,Mid-Range,Model C,High,Wagon,Wagon
18942,Ford,Model A,1990,15000.0,200000.0,Munich,2013-01-01 00:00:00,0.075,2013,Mid-Range,Model A,High,SUV,Sport Utility
18943,Volkswagen,Model B,1994,10000.0,150000.0,Hamburg,2019-12-22 00:00:00,0.06666666666666667,2019,Mid-Range,Model B,Medium,Sedan,Sedan
18944,Mercedes,Model D,2003,15000.0,50000.0,Cologne,2012-03-15 00:00:00,0.3,2012,Mid-Range,Model D,High,Convertible,Convertible
18945,BMW,Model D,1990,5000.0,100000.0,Hamburg,2014-10-18 00:00:00,0.05,2014,Budget,Model D,Medium,Hatchback,Hatchback
18946,BMW,Model B,2001,10000.0,124920.90583631671,Munich,2014-04-11 00:00:00,0.08005065231517737,2014,Mid-Range,Model B,Medium,Wagon,Wagon
18947,Mercedes,Model D,2008,5000.0,124920.90583631671,Berlin,2016-03-22 00:00:00,0.040025326157588685,2016,Budget,Model D,Medium,SUV,Sport Utility
18948,Ford,Model C,1991,20000.0,200000.0,Hamburg,2016-02-02 00:00:00,0.1,2016,Premium,Model C,High,Sedan,Sedan
18949,Ford,Model A,2003,5000.0,100000.0,Hamburg,2014-08-09 00:00:00,0.05,2014,Budget,Model A,Medium,Convertible,Convertible
18950,BMW,Model B,1992,25000.0,50000.0,Hamburg,2013-10-09 00:00:00,0.5,2013,Premium,Model B,High,Hatchback,Hatchback
18951,BMW,Model A,2002,10000.0,100000.0,Hamburg,2011-12-11 00:00:00,0.1,2011,Mid-Range,Model A,Medium,Wagon,Wagon
18952,Volkswagen,Model D,1992,5000.0,150000.0,Munich,2019-05-05 00:00:00,0.03333333333333333,2019,Budget,Model D,Medium,SUV,Sport Utility
18953,Mercedes,Model D,2003,15000.0,100000.0,Berlin,2018-04-26 00:00:00,0.15,2018,Mid-Range,Model D,High,Sedan,Sedan
18954,Ford,Model C,1998,15000.0,50000.0,Frankfurt,2011-01-14 00:00:00,0.3,2011,Mid-Range,Model C,High,Convertible,Convertible
18955,Volkswagen,Model C,1999,5000.0,150000.0,Frankfurt,2019-01-18 00:00:00,0.03333333333333333,2019,Budget,Model C,Medium,Hatchback,Hatchback
18956,Ford,Model D,1997,10000.0,150000.0,Frankfurt,2012-08-25 00:00:00,0.06666666666666667,2012,Mid-Range,Model D,Medium,Wagon,Wagon
18957,BMW,Model D,2018,15000.0,50000.0,Munich,2020-01-24 00:00:00,0.3,2020,Mid-Range,Model D,High,SUV,Sport Utility
18958,Mercedes,Model C,2022,25000.0,200000.0,Munich,2022-04-21 00:00:00,0.125,2022,Premium,Model C,High,Sedan,Sedan
18959,Audi,Model C,2012,10000.0,124920.90583631671,Berlin,2020-06-06 00:00:00,0.08005065231517737,2020,Mid-Range,Model C,Medium,Convertible,Convertible
18960,Mercedes,Model B,1997,20000.0,200000.0,Frankfurt,2014-11-12 00:00:00,0.1,2014,Premium,Model B,High,Hatchback,Hatchback
18961,Audi,Model C,2012,15000.0,150000.0,Frankfurt,2022-04-08 00:00:00,0.1,2022,Mid-Range,Model C,High,Wagon,Wagon
18962,Volkswagen,Model B,2009,15000.0,50000.0,Frankfurt,2023-01-03 00:00:00,0.3,2023,Mid-Range,Model B,High,SUV,Sport Utility
18963,Audi,Model B,2001,15000.0,200000.0,Cologne,2023-07-24 00:00:00,0.075,2023,Mid-Range,Model B,High,Sedan,Sedan
18964,Audi,Model A,1998,5000.0,200000.0,Frankfurt,2012-11-07 00:00:00,0.025,2012,Budget,Model A,Medium,Convertible,Convertible
18965,Volkswagen,Model C,2022,15000.0,124920.90583631671,Cologne,2021-04-17 00:00:00,0.12007597847276605,2021,Mid-Range,Model C,High,Hatchback,Hatchback
18966,Mercedes,Model B,1995,5000.0,200000.0,Cologne,2023-03-17 00:00:00,0.025,2023,Budget,Model B,Medium,Wagon,Wagon
18967,Volkswagen,Model A,2021,25000.0,100000.0,Munich,2011-05-20 00:00:00,0.25,2011,Premium,Model A,High,SUV,Sport Utility
18968,BMW,Model A,1990,15000.0,50000.0,Berlin,2018-06-06 00:00:00,0.3,2018,Mid-Range,Model A,High,Sedan,Sedan
18969,BMW,Model C,2013,10000.0,200000.0,Frankfurt,2022-04-10 00:00:00,0.05,2022,Mid-Range,Model C,Medium,Convertible,Convertible
18970,Audi,Model C,2018,15000.0,124920.90583631671,Cologne,2013-11-10 00:00:00,0.12007597847276605,2013,Mid-Range,Model C,High,Hatchback,Hatchback
18971,Volkswagen,Model A,1997,10000.0,150000.0,Munich,2014-08-25 00:00:00,0.06666666666666667,2014,Mid-Range,Model A,Medium,Wagon,Wagon
18972,Volkswagen,Model B,2002,25000.0,100000.0,Frankfurt,2020-02-08 00:00:00,0.25,2020,Premium,Model B,High,SUV,Sport Utility
18973,Volkswagen,Model C,2014,10000.0,100000.0,Cologne,2015-03-18 00:00:00,0.1,2015,Mid-Range,Model C,Medium,Sedan,Sedan
18974,Mercedes,Model A,2018,15000.0,124920.90583631671,Hamburg,2017-06-25 00:00:00,0.12007597847276605,2017,Mid-Range,Model A,High,Convertible,Convertible
18975,Ford,Model A,2013,10000.0,150000.0,Berlin,2017-11-03 00:00:00,0.06666666666666667,2017,Mid-Range,Model A,Medium,Hatchback,Hatchback
18976,Ford,Model B,2016,20000.0,200000.0,Hamburg,2012-08-10 00:00:00,0.1,2012,Premium,Model B,High,Wagon,Wagon
18977,Ford,Model D,2015,20000.0,100000.0,Munich,2011-05-04 00:00:00,0.2,2011,Premium,Model D,High,SUV,Sport Utility
18978,Mercedes,Model B,2009,15000.0,50000.0,Hamburg,2018-01-14 00:00:00,0.3,2018,Mid-Range,Model B,High,Sedan,Sedan
18979,Volkswagen,Model A,1993,15000.0,100000.0,Berlin,2018-11-15 00:00:00,0.15,2018,Mid-Range,Model A,High,Convertible,Convertible
18980,Ford,Model B,2011,15000.0,100000.0,Frankfurt,2018-08-26 00:00:00,0.15,2018,Mid-Range,Model B,High,Hatchback,Hatchback
18981,Volkswagen,Model C,1996,20000.0,100000.0,Hamburg,2020-03-02 00:00:00,0.2,2020,Premium,Model C,High,Wagon,Wagon
18982,Audi,Model A,2007,25000.0,100000.0,Cologne,2019-02-21 00:00:00,0.25,2019,Premium,Model A,High,SUV,Sport Utility
18983,Ford,Model B,1999,20000.0,150000.0,Frankfurt,2017-09-14 00:00:00,0.13333333333333333,2017,Premium,Model B,High,Sedan,Sedan
18984,Audi,Model B,2020,10000.0,124920.90583631671,Munich,2017-07-16 00:00:00,0.08005065231517737,2017,Mid-Range,Model B,Medium,Convertible,Convertible
18985,Mercedes,Model B,2015,15000.0,100000.0,Frankfurt,2021-01-22 00:00:00,0.15,2021,Mid-Range,Model B,High,Hatchback,Hatchback
18986,BMW,Model B,2015,15000.0,200000.0,Munich,2012-08-14 00:00:00,0.075,2012,Mid-Range,Model B,High,Wagon,Wagon
